-1                                           -1       -1        
quickly                                      1        200       
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
cat                                          1        80        
-1                                           -1       -1        
-1                                           -1       -1        
duck                                         1        180       
-1                                           -1       -1        
dry                                          1        160       
-1                                           -1       -1        
-1                                           -1       -1        
dog                                          2        120       
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
doctor                                       1        100       
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
-1                                           -1       -1        
ate                                          4        0         
